protein	lifestyle	call	catalytic_residues
Sclci1_132983	ECM	intact	EE
Sclci1_298438	ECM	intact	EE
Lactab1_1172891	ECM	intact	EE
Lactab1_1506787	ECM	fragment	D-
Lactab1_2327907	ECM	intact	EE
Lactab1_2535478	ECM	intact	EE
Lactab1_2549145	ECM	intact	EE
Lactab1_2563473	ECM	intact	EE
Lactab1_2573108	ECM	intact	EE
Lactab1_2600075	ECM	intact	EE
Lactab1_2627291	ECM	intact	EE
Lactab1_2637454	ECM	intact	EE
Lactab1_2663157	ECM	intact	EE
Lactab1_4979	ECM	disrupted	DA
Lactab1_946628	ECM	fragment	D-
Lactab1_946736	ECM	fragment	D-
Lactab1_946901	ECM	fragment	-A
Lactab1_946920	ECM	fragment	D-
Lactab1_967012	ECM	fragment	D-
Rusoch1_321472	ECM	intact	EE
Rusoch1_393787	ECM	intact	EE
Rusoch1_404974	ECM	intact	EE
Rusoch1_62877	ECM	intact	EE
Rusoch1_637782	ECM	intact	EE
Rusoch1_66729	ECM	disrupted	DA
Rusoch1_681089	ECM	intact	EE
Rusoch1_711107	ECM	intact	EE
Rusoch1_732488	ECM	intact	EE
Rusoch1_751487	ECM	disrupted	DA
Rusoch1_755847	ECM	intact	EE
Rusoch1_772183	ECM	intact	EE
Sisni1_267655	WD	intact	EE
Sisni1_412221	WD	intact	EE
Sisni1_418697	WD	disrupted	EG
Sisni1_418714	WD	intact	EE
Sisni1_420428	WD	intact	EE
Sisni1_447232	WD	intact	EE
Sisni1_447921	WD	intact	EE
Sisni1_447986	WD	intact	EE
Sisni1_453077	WD	intact	EE
Sisni1_453945	WD	intact	EE
Sisni1_454705	WD	intact	EE
Sisni1_455622	WD	intact	EE
Sisni1_458538	WD	intact	EE
Sisni1_460516	WD	intact	EE
Sisni1_461162	WD	intact	EE
Sisni1_471146	WD	intact	EE
Sisni1_475187	WD	intact	EE
Sisni1_475564	WD	disrupted	DS
Sisni1_476107	WD	disrupted	EG
Sisni1_480287	WD	intact	EE
Sisni1_480332	WD	intact	EE
Sisni1_484442	WD	intact	EE
Sisni1_485627	WD	intact	EE
Sisni1_491265	WD	intact	EE
Sisni1_525944	WD	intact	EE
Sisni1_526064	WD	intact	EE
Plicr1_109981	WD	intact	EE
Plicr1_157419	WD	intact	EE
Plicr1_161940	WD	intact	EE
Plicr1_171947	WD	intact	EE
Plicr1_172477	WD	intact	EE
Plicr1_309026	WD	intact	EE
Plicr1_36429	WD	intact	EE
Plicr1_44499	WD	intact	EE
Plicr1_473566	WD	intact	EE
Plicr1_51735	WD	intact	EE
Plicr1_54344	WD	disrupted	DG
Plicr1_55033	WD	intact	EE
Plicr1_675167	WD	intact	EE
Plicr1_91098	WD	intact	EE
Plicr1_91817	WD	intact	EE
Plicr1_97733	WD	intact	EE
ClaPMI390_15609	SAP	intact	EE
ClaPMI390_1884886	SAP	intact	EE
ClaPMI390_2049367	SAP	intact	EE
ClaPMI390_2050453	SAP	intact	EE
ClaPMI390_2050614	SAP	intact	EE
ClaPMI390_2051986	SAP	intact	EE
ClaPMI390_2060853	SAP	intact	EE
ClaPMI390_2063639	SAP	intact	EE
ClaPMI390_2063948	SAP	intact	EE
ClaPMI390_2070398	SAP	intact	EE
ClaPMI390_2071606	SAP	intact	EE
ClaPMI390_2074316	SAP	intact	EE
ClaPMI390_2088501	SAP	intact	EE
ClaPMI390_2090261	SAP	intact	EE
ClaPMI390_2090689	SAP	intact	EE
ClaPMI390_2093314	SAP	intact	EE
ClaPMI390_2097891	SAP	intact	EE
ClaPMI390_2105624	SAP	intact	EE
ClaPMI390_2131239	SAP	intact	EE
ClaPMI390_2141961	SAP	intact	EE
ClaPMI390_2143269	SAP	intact	EE
ClaPMI390_2151917	SAP	intact	EE
ClaPMI390_2162779	SAP	intact	EE
ClaPMI390_2162869	SAP	intact	EE
ClaPMI390_2165184	SAP	intact	EE
ClaPMI390_2167986	SAP	intact	EE
ClaPMI390_2168010	SAP	intact	EE
ClaPMI390_2171747	SAP	intact	EE
ClaPMI390_2185267	SAP	intact	EE
ClaPMI390_2191729	SAP	intact	EE
ClaPMI390_2216115	SAP	intact	EE
ClaPMI390_2219052	SAP	intact	EE
ClaPMI390_2225895	SAP	intact	EE
ClaPMI390_431754	SAP	intact	EE
ClaPMI390_563263	SAP	intact	EE
ClaPMI390_99384	SAP	intact	EE
Usnflo1_797977	LICHEN	intact	EE
Usnflo1_801045	LICHEN	intact	EE
Usnflo1_801196	LICHEN	intact	EE
Usnflo1_803710	LICHEN	intact	EE
Usnflo1_820918	LICHEN	intact	EE
Usnflo1_835721	LICHEN	intact	EE
Usnflo1_917477	LICHEN	intact	EE
Ruscya1_1493183	ECM	fragment	D-
Ruscya1_1494427	ECM	intact	EE
Ruscya1_1510697	ECM	intact	EE
Ruscya1_1565993	ECM	disrupted	DG
Ruscya1_1574169	ECM	disrupted	DG
Ruscya1_1575397	ECM	intact	EE
Ruscya1_1584785	ECM	disrupted	DG
Ruscya1_1598732	ECM	disrupted	DG
Ruscya1_1667503	ECM	intact	EE
Ruscya1_1673142	ECM	intact	EE
Ruscya1_1681129	ECM	intact	EE
Ruscya1_1763695	ECM	intact	EE
Ruscya1_1808843	ECM	intact	EE
Ruscya1_1817031	ECM	intact	EE
Ruscya1_1817032	ECM	intact	EE
Ruscya1_1817269	ECM	intact	EE
Ruscya1_1834846	ECM	intact	EE
Ruscya1_1839826	ECM	intact	EE
Ruscya1_1840638	ECM	disrupted	DG
Ruscya1_1920723	ECM	fragment	D-
Ruscya1_1921400	ECM	intact	EE
Ruscya1_357934	ECM	intact	EE
Ruscya1_488228	ECM	intact	EE
Chapip1_1643501	ECM	intact	EE
Chapip1_1674202	ECM	intact	EE
Chapip1_1997090	ECM	intact	EE
Chapip1_2165887	ECM	intact	EE
Chapip1_2742102	ECM	intact	EE
Chapip1_2745927	ECM	intact	EE
Chapip1_2746027	ECM	intact	EE
Chapip1_2760198	ECM	intact	EE
Chapip1_2782777	ECM	intact	EE
Chapip1_2798439	ECM	disrupted	DG
Chapip1_2818031	ECM	intact	EE
Chapip1_2847466	ECM	intact	EE
Chapip1_2878184	ECM	intact	EE
Chapip1_2913852	ECM	intact	EE
Chapip1_2987986	ECM	intact	EE
Chapip1_675249	ECM	intact	EE
Tulinq1_1098554	ORM	intact	EE
Tulinq1_1098575	ORM	intact	EE
Tulinq1_1148515	ORM	intact	EE
Tulinq1_1363695	ORM	intact	EE
Tulinq1_1376162	ORM	intact	EE
Tulinq1_1377311	ORM	intact	EE
Tulinq1_1379842	ORM	intact	EE
Tulinq1_1426456	ORM	intact	EE
Tulinq1_1446677	ORM	disrupted	DA
Tulinq1_1453505	ORM	intact	EE
Tulinq1_1456606	ORM	intact	EE
Tulinq1_1458260	ORM	intact	EE
Tulinq1_1458261	ORM	intact	EE
Tulinq1_1474475	ORM	intact	EE
Tulinq1_1496044	ORM	intact	EE
Tulinq1_1502113	ORM	intact	EE
Tulinq1_1516737	ORM	intact	EE
Tulinq1_1520308	ORM	intact	EE
Tulinq1_1563961	ORM	intact	EE
Tulinq1_1567022	ORM	intact	EE
Tulinq1_1584659	ORM	intact	EE
Tulinq1_1589974	ORM	intact	EE
Tulinq1_1640296	ORM	intact	EE
Tulinq1_1654993	ORM	intact	EE
Tulinq1_1658300	ORM	intact	EE
Tulinq1_1665876	ORM	fragment	-E
Tulinq1_1666291	ORM	intact	EE
Tulinq1_1682182	ORM	intact	EE
Tulinq1_1709151	ORM	intact	EE
Tulinq1_1714148	ORM	intact	EE
Tulinq1_1742138	ORM	intact	EE
Tulinq1_1775996	ORM	intact	EE
Tulinq1_306203	ORM	intact	EE
Tulinq1_566640	ORM	intact	EE
Tulinq1_755492	ORM	intact	EE
Tulinq1_812524	ORM	intact	EE
Tulinq1_916333	ORM	intact	EE
Hetan2_102070	PATH	intact	EE
Hetan2_148073	PATH	intact	EE
Hetan2_153422	PATH	intact	EE
Hetan2_156462	PATH	intact	EE
Hetan2_181245	PATH	intact	EE
Hetan2_181247	PATH	intact	EE
Hetan2_310350	PATH	intact	EE
Hetan2_39846	PATH	intact	EE
Hetan2_43491	PATH	intact	EE
Hetan2_53076	PATH	intact	EE
Hetan2_53154	PATH	intact	EE
Hetan2_59147	PATH	intact	EE
Hetan2_60397	PATH	disrupted	DG
Hetan2_62063	PATH	intact	EE
Hetan2_66839	PATH	intact	EE
Hetan2_66893	PATH	intact	EE
Lachen1_1266374	ECM	intact	EE
Lachen1_1271153	ECM	intact	EE
Lachen1_1275866	ECM	intact	EE
Lachen1_1411063	ECM	disrupted	DG
Lachen1_1517578	ECM	intact	EE
Lachen1_1564394	ECM	intact	EE
Lachen1_1564454	ECM	intact	EE
Lachen1_1576453	ECM	intact	EE
Lachen1_1592119	ECM	intact	EE
Melbro1_52224	ECM	intact	EE
Melbro1_53025	ECM	intact	EE
Melbro1_53055	ECM	intact	EE
Melbro1_53086	ECM	intact	EE
Melbro1_57246	ECM	intact	EE
Melbro1_57284	ECM	intact	EE
Melbro1_65984	ECM	disrupted	DE
Melbro1_70901	ECM	intact	EE
Melbro1_79385	ECM	intact	EE
Melbro1_85283	ECM	disrupted	DG
Melbro1_87909	ECM	intact	EE
Melbro1_88510	ECM	intact	EE
Melbro1_88681	ECM	intact	EE
Melbro1_89817	ECM	intact	EE
Melbro1_90217	ECM	intact	EE
Suigla1_1233245	ECM	intact	EE
Suigla1_1690902	ECM	intact	EE
Suigla1_1691382	ECM	intact	EE
Suigla1_1715114	ECM	intact	EE
Suigla1_1759530	ECM	intact	EE
Suigla1_1765345	ECM	fragment	E-
Suigla1_1865101	ECM	intact	EE
Suigla1_1886301	ECM	intact	EE
Suigla1_1892872	ECM	disrupted	NE
Suigla1_1910499	ECM	intact	EE
Suigla1_1910623	ECM	intact	EE
Suigla1_1925572	ECM	intact	EE
Suigla1_1937405	ECM	intact	EE
Suigla1_1944728	ECM	intact	EE
Suigla1_1992024	ECM	intact	EE
Suigla1_2055161	ECM	intact	EE
Suigla1_2108247	ECM	intact	EE
Suigla1_2116669	ECM	disrupted	DG
Suigla1_2117277	ECM	intact	EE
Suigla1_2130572	ECM	intact	EE
Suigla1_2153254	ECM	intact	EE
Suigla1_2173273	ECM	disrupted	DG
Suigla1_219835	ECM	intact	EE
Gloin1_338770	AM	intact	EE
Gloin1_64734	AM	intact	EE
Gloin1_76762	AM	intact	EE
Ser405_1_1012259	ORM	intact	EE
Ser405_1_1012362	ORM	intact	EE
Ser405_1_1013642	ORM	intact	EE
Ser405_1_1014703	ORM	disrupted	DG
Ser405_1_1034323	ORM	intact	EE
Ser405_1_1040372	ORM	intact	EE
Ser405_1_1040409	ORM	intact	EE
Ser405_1_1043923	ORM	intact	EE
Ser405_1_1045356	ORM	intact	EE
Ser405_1_1045410	ORM	intact	EE
Ser405_1_1055812	ORM	intact	EE
Ser405_1_1057085	ORM	intact	EE
Ser405_1_1078680	ORM	intact	EE
Ser405_1_1080443	ORM	intact	EE
Ser405_1_1099491	ORM	intact	EE
Ser405_1_1100861	ORM	intact	EE
Ser405_1_1105413	ORM	intact	EE
Ser405_1_1117555	ORM	intact	EE
Ser405_1_1165155	ORM	intact	EE
Ser405_1_465310	ORM	intact	EE
Ser405_1_465451	ORM	intact	EE
Ser405_1_471597	ORM	intact	EE
Ser405_1_47507	ORM	intact	EE
Ser405_1_487626	ORM	intact	EE
Ser405_1_630248	ORM	intact	EE
Ser405_1_966864	ORM	intact	EE
Ser405_1_970587	ORM	intact	EE
Ser405_1_970741	ORM	intact	EE
Ser405_1_973278	ORM	intact	EE
Suibru1_1_105296	ECM	intact	EE
Suibru1_1_107038	ECM	disrupted	DG
Suibru1_1_113436	ECM	intact	EE
Suibru1_1_114853	ECM	intact	EE
Suibru1_1_126233	ECM	disrupted	NE
Suibru1_1_129706	ECM	intact	EE
Suibru1_1_141249	ECM	intact	EE
Suibru1_1_142560	ECM	intact	EE
Suibru1_1_142761	ECM	intact	EE
Suibru1_1_149541	ECM	intact	EE
Suibru1_1_178303	ECM	intact	EE
Suibru1_1_194011	ECM	intact	EE
Suibru1_1_198975	ECM	intact	EE
Suibru1_1_204384	ECM	intact	EE
Suibru1_1_207232	ECM	intact	EE
Suibru1_1_208630	ECM	intact	EE
Suibru1_1_208812	ECM	intact	EE
Suibru1_1_212355	ECM	intact	EE
Suibru1_1_212356	ECM	intact	EE
Suibru1_1_218301	ECM	disrupted	DG
Suibru1_1_222815	ECM	intact	EE
Rusrug1_1064356	ECM	intact	EE
Rusrug1_1093956	ECM	intact	EE
Rusrug1_1100197	ECM	disrupted	DA
Rusrug1_1175093	ECM	intact	EE
Rusrug1_1180948	ECM	disrupted	DA
Rusrug1_1184991	ECM	intact	EE
Rusrug1_206215	ECM	intact	EE
Rusrug1_403529	ECM	fragment	D-
Rusrug1_913381	ECM	disrupted	DA
Rusrug1_936971	ECM	disrupted	DA
Rusrug1_959260	ECM	intact	EE
Rusrug1_979531	ECM	intact	EE
Suisub1_1055191	ECM	intact	EE
Suisub1_1073687	ECM	intact	EE
Suisub1_1273240	ECM	intact	EE
Suisub1_1303869	ECM	intact	EE
Suisub1_1311412	ECM	disrupted	DG
Suisub1_1334360	ECM	intact	EE
Suisub1_1344122	ECM	intact	EE
Suisub1_1354100	ECM	intact	EE
Suisub1_1355753	ECM	intact	EE
Suisub1_1361928	ECM	intact	EE
Suisub1_1394630	ECM	intact	EE
Suisub1_1448902	ECM	disrupted	DE
Suisub1_1476616	ECM	fragment	E-
Suisub1_1480435	ECM	disrupted	DA
Suisub1_1482806	ECM	intact	EE
Suisub1_1588124	ECM	intact	EE
Suisub1_427681	ECM	intact	EE
Suisub1_657372	ECM	intact	EE
Suisub1_717050	ECM	disrupted	DA
Suisub1_894676	ECM	intact	EE
Suisub1_944021	ECM	intact	EE
Xerpru1_1387417	ECM	intact	EE
Xerpru1_2174708	ECM	intact	EE
Xerpru1_2749482	ECM	intact	EE
Xerpru1_2756746	ECM	intact	EE
Xerpru1_2787290	ECM	intact	EE
Xerpru1_2883628	ECM	intact	EE
Xerpru1_2887167	ECM	intact	EE
Xerpru1_2932568	ECM	intact	EE
Xerpru1_2964548	ECM	intact	EE
Xerpru1_2983669	ECM	intact	EE
Xerpru1_3013595	ECM	disrupted	DA
Xerpru1_3015551	ECM	intact	EE
Xerpru1_3017803	ECM	intact	EE
Xerpru1_3017805	ECM	intact	EE
Xerpru1_3062653	ECM	intact	EE
Xerpru1_3138047	ECM	intact	EE
Suioch1_1073689	ECM	intact	EE
Suioch1_1082101	ECM	intact	EE
Suioch1_1083880	ECM	intact	EE
Suioch1_1091453	ECM	intact	EE
Suioch1_1127764	ECM	intact	EE
Suioch1_1145208	ECM	intact	EE
Suioch1_1153236	ECM	disrupted	DG
Suioch1_1170886	ECM	intact	EE
Suioch1_1212007	ECM	intact	EE
Suioch1_1219467	ECM	intact	EE
Suioch1_1235557	ECM	disrupted	DG
Suioch1_1244632	ECM	intact	EE
Suioch1_1310811	ECM	disrupted	DG
Suioch1_1353797	ECM	intact	EE
Suioch1_26384	ECM	intact	EE
Suioch1_26526	ECM	intact	EE
Suioch1_711875	ECM	intact	EE
Rhisa1_12858	ECM	disrupted	DG
Rhisa1_284016	ECM	intact	EE
Rhisa1_294425	ECM	intact	EE
Rhisa1_334185	ECM	intact	EE
Rhisa1_616714	ECM	intact	EE
Rhisa1_702096	ECM	intact	EE
Rhisa1_730088	ECM	intact	EE
Rhisa1_734639	ECM	intact	EE
Rhisa1_740472	ECM	intact	EE
Rhisa1_787652	ECM	intact	EE
Rhisa1_796306	ECM	intact	EE
Rhisa1_800935	ECM	intact	EE
Rhisa1_823809	ECM	intact	EE
Rhisa1_828474	ECM	intact	EE
Rhisa1_831995	ECM	intact	EE
Rhisa1_881443	ECM	disrupted	DG
Rhisa1_887577	ECM	intact	EE
Rhisa1_918564	ECM	intact	EE
Rhisa1_930965	ECM	intact	EE
Morco1_339804	ECM	intact	EE
Morco1_479917	ECM	intact	EE
Morco1_481026	ECM	intact	EE
Morco1_493640	ECM	intact	EE
Morco1_507023	ECM	intact	EE
Morco1_524847	ECM	intact	EE
Morco1_526835	ECM	intact	EE
Morco1_529831	ECM	intact	EE
Morco1_536218	ECM	intact	EE
Morco1_541583	ECM	intact	EE
Morco1_550962	ECM	intact	EE
Morco1_558438	ECM	intact	EE
Morco1_565816	ECM	disrupted	EV
Morco1_567944	ECM	disrupted	EK
Morco1_576616	ECM	intact	EE
Morco1_577841	ECM	intact	EE
Phlbr1_100080	WD	intact	EE
Phlbr1_102096	WD	intact	EE
Phlbr1_110891	WD	intact	EE
Phlbr1_123773	WD	intact	EE
Phlbr1_131851	WD	intact	EE
Phlbr1_141434	WD	intact	EE
Phlbr1_146682	WD	intact	EE
Phlbr1_148441	WD	intact	EE
Phlbr1_150792	WD	intact	EE
Phlbr1_152903	WD	intact	EE
Phlbr1_156716	WD	intact	EE
Phlbr1_165657	WD	intact	EE
Phlbr1_22770	WD	intact	EE
Phlbr1_27435	WD	intact	EE
Phlbr1_28905	WD	intact	EE
Phlbr1_30284	WD	intact	EE
Phlbr1_63899	WD	intact	EE
Phlbr1_66654	WD	intact	EE
Phlbr1_70930	WD	intact	EE
Phlbr1_72445	WD	intact	EE
Phlbr1_75541	WD	intact	EE
Phlbr1_76684	WD	intact	EE
Rhitru1_1010347	ECM	intact	EE
Rhitru1_1061207	ECM	disrupted	DG
Rhitru1_413780	ECM	intact	EE
Rhitru1_414162	ECM	intact	EE
Rhitru1_823043	ECM	intact	EE
Rhitru1_844560	ECM	intact	EE
Rhitru1_855791	ECM	intact	EE
Rhitru1_869382	ECM	intact	EE
Rhitru1_914611	ECM	intact	EE
Rhitru1_917438	ECM	intact	EE
Rhitru1_931160	ECM	intact	EE
Rhitru1_947815	ECM	disrupted	DG
Rhitru1_988911	ECM	intact	EE
Rhitru1_988912	ECM	intact	EE
Rhitru1_994278	ECM	intact	EE
Rhitru1_997857	ECM	intact	EE
Thacu1_544518	PATH	intact	EE
Thacu1_563363	PATH	intact	EE
Thacu1_567055	PATH	intact	EE
Thacu1_567414	PATH	intact	EE
Thacu1_570402	PATH	intact	EE
Thacu1_573169	PATH	intact	EE
Thacu1_573553	PATH	intact	EE
Thacu1_584481	PATH	intact	EE
Thacu1_617964	PATH	intact	EE
Thacu1_628479	PATH	intact	EE
Thacu1_631559	PATH	intact	EE
Thacu1_647253	PATH	intact	EE
Thacu1_686430	PATH	intact	EE
Thacu1_686433	PATH	intact	EE
Thacu1_694583	PATH	fragment	E-
Thacu1_695125	PATH	intact	EE
Thacu1_707801	PATH	intact	EE
Thacu1_715085	PATH	disrupted	EY
Thacu1_716466	PATH	intact	EE
Thacu1_716612	PATH	fragment	-E
Thacu1_716613	PATH	intact	EE
Thacu1_717574	PATH	intact	EE
Thacu1_717594	PATH	intact	EE
Thacu1_721155	PATH	intact	EE
Thacu1_722860	PATH	intact	EE
Thacu1_724264	PATH	intact	EE
Thacu1_765638	PATH	intact	EE
Thacu1_765925	PATH	disrupted	EY
Thacu1_768002	PATH	intact	EE
Thacu1_768029	PATH	intact	EE
Thacu1_769689	PATH	intact	EE
Penswi1_103365	ECM	intact	EE
Penswi1_182680	ECM	intact	EE
Penswi1_246976	ECM	disrupted	ES
Penswi1_249314	ECM	intact	EE
Penswi1_264665	ECM	intact	EE
Penswi1_299169	ECM	intact	EE
Penswi1_309940	ECM	intact	EE
Penswi1_310203	ECM	intact	EE
Penswi1_334685	ECM	intact	EE
Penswi1_364716	ECM	intact	EE
Penswi1_403268	ECM	fragment	E-
Penswi1_415669	ECM	intact	EE
Penswi1_416041	ECM	intact	EE
Penswi1_53422	ECM	intact	EE
Corab1_1150988	ECM	intact	EE
Corab1_1155053	ECM	intact	EE
Corab1_1172920	ECM	intact	EE
Corab1_1183941	ECM	intact	EE
Corab1_1306269	ECM	intact	EE
Corab1_1374545	ECM	intact	EE
Corab1_1381781	ECM	intact	EE
Corab1_1387360	ECM	intact	EE
Corab1_1433666	ECM	intact	EE
Corab1_1464093	ECM	intact	EE
Corab1_1530761	ECM	disrupted	DG
Corab1_1539471	ECM	intact	EE
Corab1_1620680	ECM	intact	EE
Corab1_1623213	ECM	intact	EE
Corab1_1709093	ECM	intact	EE
Corab1_1718814	ECM	intact	EE
Corab1_1799470	ECM	intact	EE
Corab1_1993082	ECM	intact	EE
Corab1_1996280	ECM	intact	EE
Corab1_2005046	ECM	intact	EE
Corab1_90724	ECM	intact	EE
Aurpu_var_pul1_258106	SAP	fragment	E-
Aurpu_var_pul1_274275	SAP	intact	EE
Aurpu_var_pul1_274699	SAP	intact	EE
Aurpu_var_pul1_283419	SAP	intact	EE
Aurpu_var_pul1_297364	SAP	fragment	E-
Aurpu_var_pul1_300478	SAP	intact	EE
Aurpu_var_pul1_310151	SAP	fragment	E-
Aurpu_var_pul1_311373	SAP	intact	EE
Aurpu_var_pul1_318798	SAP	fragment	E-
Aurpu_var_pul1_327121	SAP	intact	EE
Aurpu_var_pul1_339990	SAP	intact	EE
Aurpu_var_pul1_340167	SAP	intact	EE
Aurpu_var_pul1_342330	SAP	disrupted	EG
Aurpu_var_pul1_348008	SAP	intact	EE
Aurpu_var_pul1_348317	SAP	fragment	E-
Aurpu_var_pul1_349619	SAP	intact	EE
Aurpu_var_pul1_354039	SAP	fragment	E-
Aurpu_var_pul1_361535	SAP	intact	EE
Aurpu_var_pul1_362208	SAP	disrupted	ES
Aurpu_var_pul1_364551	SAP	intact	EE
Aurpu_var_pul1_364666	SAP	intact	EE
Aurpu_var_pul1_370050	SAP	fragment	E-
Aurpu_var_pul1_375747	SAP	intact	EE
Aurpu_var_pul1_393907	SAP	intact	EE
Aurpu_var_pul1_394533	SAP	fragment	E-
Aurpu_var_pul1_396633	SAP	intact	EE
Amarub1_1061016	ECM	intact	EE
Amarub1_1076753	ECM	intact	EE
Amarub1_1082649	ECM	intact	EE
Amarub1_1138936	ECM	intact	EE
Amarub1_1273309	ECM	disrupted	DS
Amarub1_1285255	ECM	intact	EE
Amarub1_319037	ECM	intact	EE
Amarub1_335187	ECM	intact	EE
Amarub1_879358	ECM	intact	EE
Amarub1_882588	ECM	intact	EE
Amarub1_934282	ECM	intact	EE
Amarub1_940561	ECM	disrupted	DS
Ser400_1_1043294	ORM	intact	EE
Ser400_1_1047097	ORM	intact	EE
Ser400_1_1060056	ORM	intact	EE
Ser400_1_1060058	ORM	intact	EE
Ser400_1_1061143	ORM	intact	EE
Ser400_1_1066455	ORM	intact	EE
Ser400_1_1104285	ORM	fragment	-E
Ser400_1_1106211	ORM	disrupted	DG
Ser400_1_1108334	ORM	intact	EE
Ser400_1_1115704	ORM	intact	EE
Ser400_1_1119884	ORM	intact	EE
Ser400_1_1121915	ORM	fragment	E-
Ser400_1_1122444	ORM	fragment	-E
Ser400_1_1127039	ORM	intact	EE
Ser400_1_1159375	ORM	intact	EE
Ser400_1_1169857	ORM	intact	EE
Ser400_1_1172265	ORM	intact	EE
Ser400_1_1172855	ORM	intact	EE
Ser400_1_1173344	ORM	intact	EE
Ser400_1_1173918	ORM	intact	EE
Ser400_1_1174151	ORM	intact	EE
Ser400_1_1174370	ORM	intact	EE
Ser400_1_1200911	ORM	intact	EE
Ser400_1_1209479	ORM	intact	EE
Ser400_1_1209806	ORM	intact	EE
Ser400_1_1213127	ORM	intact	EE
Ser400_1_1237004	ORM	intact	EE
Ser400_1_175255	ORM	intact	EE
Ser400_1_694665	ORM	intact	EE
Ser400_1_696959	ORM	intact	EE
Leppa1_193555	SAP	intact	EE
Leppa1_298206	SAP	intact	EE
Leppa1_303676	SAP	intact	EE
Leppa1_311489	SAP	intact	EE
Leppa1_351295	SAP	intact	EE
Leppa1_386435	SAP	intact	EE
Leppa1_402833	SAP	fragment	-G
Leppa1_432099	SAP	intact	EE
Leppa1_432691	SAP	intact	EE
Leppa1_470306	SAP	intact	EE
Lacaka1_1535560	ECM	intact	EE
Lacaka1_1788340	ECM	intact	EE
Lacaka1_1797407	ECM	intact	EE
Lacaka1_1892362	ECM	intact	EE
Lacaka1_1915284	ECM	intact	EE
Lacaka1_1934739	ECM	intact	EE
Lacaka1_1943576	ECM	intact	EE
Lacaka1_1987655	ECM	intact	EE
Lacaka1_2050930	ECM	disrupted	DG
Lacaka1_872108	ECM	intact	EE
RusSA2_1_157415	ECM	intact	EE
RusSA2_1_2054816	ECM	intact	EE
RusSA2_1_2057780	ECM	intact	EE
RusSA2_1_2239967	ECM	disrupted	DA
RusSA2_1_2240550	ECM	intact	EE
RusSA2_1_2247200	ECM	intact	EE
RusSA2_1_2255544	ECM	intact	EE
RusSA2_1_2304653	ECM	intact	EE
RusSA2_1_2364996	ECM	intact	EE
RusSA2_1_2415629	ECM	intact	EE
RusSA2_1_2415633	ECM	intact	EE
Suicot1_1093015	ECM	disrupted	DA
Suicot1_1349015	ECM	intact	EE
Suicot1_1357744	ECM	intact	EE
Suicot1_1359188	ECM	intact	EE
Suicot1_1384794	ECM	intact	EE
Suicot1_1385194	ECM	intact	EE
Suicot1_1394817	ECM	fragment	--
Suicot1_1399867	ECM	intact	EE
Suicot1_1419038	ECM	disrupted	DG
Suicot1_1471780	ECM	intact	EE
Suicot1_1491886	ECM	intact	EE
Suicot1_1631048	ECM	intact	EE
Suicot1_1636582	ECM	disrupted	DG
Suicot1_1648387	ECM	intact	EE
Suicot1_1706551	ECM	fragment	-E
Suicot1_172673	ECM	disrupted	DA
Suicot1_1727394	ECM	intact	EE
Suicot1_1752618	ECM	disrupted	DA
Suicot1_323062	ECM	intact	EE
Suicot1_347275	ECM	intact	EE
Suicot1_385847	ECM	intact	EE
Suicot1_46586	ECM	intact	EE
Suicot1_573880	ECM	intact	EE
Suicot1_687196	ECM	intact	EE
Suicot1_762464	ECM	intact	EE
Lactsubd1_3698352	ECM	intact	EE
Lactsubd1_3706099	ECM	intact	EE
Lactsubd1_3712028	ECM	disrupted	DS
Lactsubd1_3836656	ECM	intact	EE
Lactsubd1_3874410	ECM	disrupted	DS
Lactsubd1_3895066	ECM	disrupted	DA
Lactsubd1_3900673	ECM	intact	EE
Lactsubd1_3924079	ECM	intact	EE
Lactsubd1_4023575	ECM	intact	EE
Lactsubd1_4051647	ECM	intact	EE
Lactsubd1_4100303	ECM	disrupted	DS
Lactsubd1_580589	ECM	intact	EE
Lactsubd1_944778	ECM	intact	EE
Laccon1_1464005	ECM	intact	EE
Laccon1_1883080	ECM	intact	EE
Laccon1_1953876	ECM	intact	EE
Laccon1_2004620	ECM	intact	EE
Laccon1_2005021	ECM	disrupted	DG
Laccon1_2008238	ECM	intact	EE
Laccon1_2022519	ECM	intact	EE
Laccon1_2053494	ECM	intact	EE
Laccon1_2287901	ECM	intact	EE
Suibr2_1492244	ECM	intact	EE
Suibr2_1699358	ECM	intact	EE
Suibr2_467185	ECM	intact	EE
Suibr2_725189	ECM	intact	EE
Suibr2_735518	ECM	intact	EE
Suibr2_736273	ECM	disrupted	NE
Suibr2_750274	ECM	intact	EE
Suibr2_750299	ECM	intact	EE
Suibr2_777172	ECM	disrupted	DG
Suibr2_814512	ECM	intact	EE
Suibr2_825714	ECM	intact	EE
Suibr2_854415	ECM	intact	EE
Suibr2_854577	ECM	intact	EE
Suibr2_855041	ECM	intact	EE
Suibr2_863233	ECM	intact	EE
Suibr2_872876	ECM	intact	EE
Suibr2_877441	ECM	disrupted	DG
Suibr2_877939	ECM	fragment	-R
Suibr2_950374	ECM	intact	EE
Suibr2_952417	ECM	intact	EE
Suigra1_1001919	ECM	intact	EE
Suigra1_1019289	ECM	intact	EE
Suigra1_1020357	ECM	intact	EE
Suigra1_1041390	ECM	intact	EE
Suigra1_1056789	ECM	intact	EE
Suigra1_1062106	ECM	intact	EE
